<TOKEN>,<NUM>,<DATE>,<CODE>,<DESCR>
10587,16,22.12.21,008,При спуске со стремянки одна из ступенек сломалась
10588,17,23.12.21,008,Швеллер лежащий на стелаже выступает за ограждение
10589,18,24.12.21,008,Рамы крыш мешали проходу
10590,19,27.12.21,008,Из проходного контейнера торчал уголок  мешал проходу
10591,20,28.12.21,008,В блок модуле споткнулся об запутанные шланги
10592,1,25.01.21,009,Автоматическое отключение света происходит раньше времени  есть риск травмирования в темном помещении
10593,2,26.01.21,009,Отсутствует запись на табличке о дате замены фильтра
10594,3,28.01.21,009,На рабочем месте брусок лежит с выступаюшими гвоздями острием вверх
10595,4,29.01.21,009,Деревянный поддон лежал на проходе
10596,5,29.01.21,009,Рукоять поворотных тисков повернута в сторону прохода
10597,6,29.01.21,009,На полу лежит несколько гвоздей
10598,7,29.01.21,009,На проезде масляное пятно от а\м
10599,1,01.02.21,009,Пневмошланг лежал на проходе
10600,2,02.02.21,009,В душе не горит свет
10601,3,03.02.21,009,Вода на полу  перелив из чаши Генуя
10602,4,11.02.21,009,Пневмошланг лежал на проходе
10603,5,12.02.21,009,Деталь из контейнера выступала на проход
10604,6,12.02.21,009,Деревянный поддон стоял на ребре с риском падения на ногу
10605,7,25.02.21,009,Кран-балка запаркована под ГЛО  риск повреждения изоляции питающего кабеля
10606,1,03.03.21,009,Поддон с входящим материалом стоит на проходе
10607,2,05.03.21,009,В отделении с умывальниками нет света
10608,3,15.03.21,009,Разлито масляное пятно
10609,4,17.03.21,009,Риск оступиться о мосток 
10610,5,22.03.21,009,На полу металичесткий предмер - риск поскользнуться
10611,6,23.03.21,009,Вода разлита на полу
10612,7,23.03.21,009,На полу увязочная лента
10613,8,23.03.21,009,Пустые поддоны на проходе
10614,9,24.03.21,009,Повреждена розетка 220 В
10615,10,24.03.21,009,На козырьке навеса много наледи
10616,1,12.04.21,009,Оператор споткнулся о рохлю 
10617,2,12.04.21,009,Оператор споткнулся о деревянный поддон
10618,3,07.04.21,009,На эл.тележке лежит швеллер за забариты
10619,4,13.04.21,009,масляное пятно после разгрузки А\М
10620,5,20.04.21,009,кран-балка стояла с опущенным крюком на проходе
10621,6,20.04.21,009,Контейнер с длиномером выступает на проход
10622,1,01.05.21,009,Подставка с деформированной ножкой на участке
10623,2,04.05.21,009,Не работает слив в канализацию-лужа на полу
10624,3,10.05.21,009,корпус розетки 220В не закреплен
10625,4,11.05.21,009,Лужа на полу около фонтанчика
10626,5,11.05.21,009,Лужа на полу опрокинут стакан с кофе 
10627,6,11.05.21,009,Агрессивное поведение уличной собаки
10628,7,14.05.21,009,пятна масла из а\м на полу
10629,8,19.05.21,009,по пешеходному переходу прокинут провод от удлинителя 220 В
10630,1,03.06.21,009,Аварийная течь в трубопроводе
10631,2,10.06.21,009,Рамы-основания собираются на проходе
10632,3,14.06.21,009,Лужа на полу (протекает крыша в дождь)
10633,4,22.06.21,009,Из деревянного поддона торчат шляпки гвоздей
10634,5,24.06.21,009,Бирка из металла лежит на проходе (риск поскользнуться)
10635,6,25.06.21,009,Контейнер с деталями стоит на проходе
10636,7,25.06.21,009,Утечка воды в трубопровод ПК (координаты Д32)
10637,8,29.06.21,009,Контейнер с деталями из оцинковки (острые кромки) установлен близко к проходу
10638,1,06.07.21,009,Деталь уложена не правильно  габарит выпущен на проход
10639,2,10.07.21,009,Материал для упаковочных работ складирован с нарушением по высоте
10640,3,13.07.21,009,Материал для упаковочных работ складирован с нарушением по высоте
10641,4,14.07.21,009,контейнер с входящими деталями установлен на проход
10642,5,15.07.21,009,утечка воды из крана с образованием лужи
10643,6,21.07.21,009,материал для упаковки уложен на ж\д пути
10644,7,26.07.21,009,Лужа на полу после дождя
10645,8,28.07.21,009,Масляное пятно на проходе
10646,9,29.07.21,009,Пустой контейнер выступает на дорогу
10647,10,29.07.21,009,споткнулся о поддон с деталями установленный на проход
10648,1,04.08.21,009,вода на полу
10649,2,10.08.21,009,прокладочный материал разбросан на полу
10650,3,13.08.21,009,нет освещения по пути в женский гардероб
10651,4,13.08.21,009,вода на полу
10652,5,19.08.21,009,высота складирования более двух контейнеров
10653,6,20.08.21,009,Проход заставлен деталями
10654,7,23.08.21,009,Поврежден пневмошланг на инструменте
10655,8,23.08.21,009,Посторонний шум при перемещении к/б 
10656,9,24.08.21,009,Проход заставлен деталями
10657,10,26.08.21,009,контейнер с входящим материалом имее острый край 
10658,11,27.08.21,009,контейнер на проходе
10659,12,28.08.21,009,Лотки из тонкой оцинковки лежат на полу
10660,13,30.08.21,009,детали на полке выступают на проход
10661,1,03.09.21,009,Доска с выпущенными на верх гвоздями на полу
10662,2,23.09.21,009,На проходе лежит брусок от упаковки
10663,3,22.09.21,009,На полу следы масла
10664,4,23.09.21,009,На проход выступает габаритная деталь
10665,5,24.09.21,009,На проходе стоит контейнер с деталями
10666,6,24.09.21,009,На проходе лежит поддон
10667,7,27.09.21,009,Кран балка стоит запаркована над рабочим местом и создает низкий уровень света
10668,8,27.09.21,009,на проходе находится пустой контейнер
10669,9,27.09.21,009,На проходе лежит поддон
10670,10,27.09.21,009,Шланг размотан по проходу через участок
10671,1,21.10.21,009,контейнер с деталями установлен на верхний уровень стоит не устойчиво
10672,2,26.10.21,009,течь воды из крана на пол
10673,3,26.10.21,009,поток холодного воздуха от завесы сильно дует в сторону рабочего места
10674,4,26.10.21,009,Контейнер для утилизации бутылок переполнен
10675,5,26.10.21,009,нет освещения
10676,1,03.11.21,009,Течь талой воды с крыши на раб.место
10677,2,07.11.21,009,Остатки проволоки торчат из поддона
10678,3,10.11.21,009,перепад давления ХВС
10679,1,06.12.21,009,упаковка сложена выше допустимого уровня
10680,2,06.12.21,009,лужа масла на полу
10681,1,12.01.21,010,разлита СОЖ возле устаноки
10682,2,12.01.21,010,затоплен приямок
10683,3,12.01.21,010,Заставлен проход сваренными баками
10684,4,13.01.21,010,не обозначена ёмкость под ацетон
10685,5,14.01.21,010,использование сломанного поддона
10686,6,15.01.21,010,на полу лежит использованная ветошь
10687,7,15.01.21,010,на проходе к месту складирования металла выгружена пачка швеллеров. Нет возможности пройти.
10688,8,17.01.21,010,Загромождено место складирования заготовки поддонами и деиалями. Нет подходов.
10689,9,18.01.21,010,шланги на полу от пескоструйной камеры. Риск спотыкания
10690,10,18.01.21,010,не обозначена опасная зона на гибочном прессе гофролинии.
10691,11,19.01.21,010,приваренные таблички из металла для чек листов имеют острые края. Риск получить травму
10692,12,22.01.21,010,разгруженный металл уложен на другой тип материала. Нет возможности достать необходимый материал.
10693,13,25.01.21,010,Повреждена лестница-стремянка сорвавшимся изделием. 
10694,1,01.02.21,010,корпус стоит на сломанном поддоне
10695,2,02.02.21,010,возле установки розлив СОЖ
10696,3,03.02.21,010,на полу не обозначенный кабель канал  есть риск споткнуться.
10697,4,04.02.21,010,на полу использованная ветошь
10698,5,05.02.21,010,заставлен проход к ПК
10699,6,08.02.21,010,летит дробь  пробита турбина
10700,7,09.02.21,010,Рулоны металла  стоят на полу
10701,8,10.02.21,010,Собранные корпуса выступают за разметку острыми краями
10702,9,11.02.21,010,заставлен путь к выходу эвакуации
10703,10,15.02.21,010,заготовка стоит не по разметке
10704,11,16.02.21,010, сломанный поддон
10705,12,17.02.21,010,разлита химия на полу
10706,1,02.03.21,010,Разлита СОЖ
10707,2,03.03.21,010,заставлен пожарный проезд
10708,3,09.03.21,010,рассыпана дробь возле установки пескоструйной обработки
10709,4,10.03.21,010,Корпус стоит на сломанном поддоне
10710,5,12.03.21,010,затоплен приямок
10711,6,15.03.21,010,На ЛПП разлив воды
10712,7,16.03.21,010,разлита химия на полу
10713,8,17.03.2021,010,Сломанные поддоны на участке 
10714,9,18.03.2021,010,Россыпь дроби на полу
10715,10,19.03.2021,010,Переполнен контейнер с металлоломом
10716,11,22.03.2021,010,Собранные баки стоят не по разметке
10717,12,23.03.2021,010,Не убран пост сварки
10718,13,24.03.2021,010,Заставлен проход к ПК
10719,1,01.04.2021,010,Скопление пустых контейнеров
10720,2,02.04.2021,010,Постороние предметы
10721,3,05.04.2021,010,Заполнен контейнер с мусором
10722,4,06.04.2021,010,В зоне комплектации баков посторонние ДСЕ
10723,5,07.04.2021,010,заставлен проход к запасному выходу
10724,6,08.04.2021,010,разлита СОЖ на полу
10725,7,09.04.2021,010,не подписана ёмкость под ацетон
10726,8,10.04.2021,010,использование сломанной лесницы
10727,9,12.04.21,010,Россыпь дроби на полу возле дробеструйки
10728,10,13.04.21,010,Рулоны металла  стоят на полу
10729,11,14.04.21,010,Собранные корпуса выступают за разметку острыми краями
10730,12,15.04.21,010,заставлен путь к выходу эвакуации
10731,1,04.05.21,010,Корпус стоит на сломанном поддоне
10732,2,05.05.21,010,Собранные корпуса выступают за разметку острыми краями
10733,3,06.05.21,010,Заставлен проход сваренными баками
10734,4,07.05.21,010,Переполнен контейнер с металлоломом
10735,5,11.05.21,010,Постороние предметы на тенневой доске
10736,6,12.05.21,010,Рулоны металла  стоят на полу
10737,7,13.05.21,010,Пустые контейнеры на участке сварки
10738,8,14.05.21,010,Личные вещи на посту дробеструйной установки
10739,9,17.05.21,010,использование сломанного поддона
10740,10,18.05.21,010,Затоплен приямок  перелив воды
10741,11,19.05.21,010,использование при завесе деталей сломанной цепи
10742,12,20.05.21,010,заставлен проход корпусами
10743,13,21.05.21,010,использование сломанного поддона
10744,1,01.06.21,010,возле установки розлив СОЖ
10745,2,02.06.21,010,сломанный поддон
10746,3,03.06.21,010,на полу использованная ветошь
10747,4,04.06.21,010,заставлен проход к ПК
10748,5,07.06.21,010,не обозначена ёмкость под ацетон
10749,6,08.06.21,010,вода в приямке
10750,7,10.06.21,010,разбросаны бруски. Риск спотыкания
10751,8,15.06.21,010,течь масла со станка
10752,9,18.06.21,010,пустая тара храниться на полу. Риск пореза об острые края.
10753,10,18.06.21,010,Нет ограждения для ремонта и замены турби.
10754,11,22.06.21,010,шинопровод на полу. Риск спотыкания
10755,12,25.06.21,010,дробь с дробеструйки летит в лицо. Риск попадания в глаза
10756,1,01.07.21,010,Россыпь дроби на полу
10757,2,02.01.21,010,Переполнен контейнер с металлоломом
10758,3,05.07.21,010,Собранные корпуса выступают за разметку острыми краями
10759,4,06.07.21,010,Постороние предметы на теневой доске
10760,5,07.07.21,010,Пустые контейнеры на участке сварки
10761,6,08.07.21,010,Не убран пост сварки в конце рабочей смены
10762,7,12.07.21,010,Разбросаны бруски на участке
10763,8,13.07.21,010,Разлита эмульсия на полу
10764,9,14.07.21,010,Переполнен контейнер с мусором
10765,10,26.07.21,010,Заставлен проход к запасному выходу
10766,11,27.07.21,010,Корпус стоит на сломанном поддоне
10767,12,28.07.21,010,На полу использованная ветошь
10768,1,02.08.21,010,Собранные корпуса выступают за разметку острыми краями
10769,2,03.08.21,010,Рулоны металла  стоят на полу
10770,3,04.08.21,010,Россыпь дроби на полу
10771,4,05.08.21,010,Заставлен проход к ПК
10772,5,06.08.21,010,Постороние предметы на теневой доске
10773,6,09.08.21,010,Пустые контейнеры на участке сварки
10774,7,10.08.21,010,Использование сломанного поддона
10775,8,11.08.21,010,Заставлен проход к ПК
10776,9,12.08.21,010,Разлита СОЖ возле испытательного стенда
10777,10,13.08.21,010,Вода  вприемнике на ЛПП 2
10778,11,16.08.21,010,Застален прод к огнетушителю
10779,12,17.08.21,010,Использование сломанного поддона
10780,1,02.09.21,010,не подписана тара  под ацетон
10781,2,03.09.21,010,на полу использованная ветошь
10782,3,07.09.21,010,разлита химия на полу
10783,4,08.09.21,010,разлита СОЖ на полу
10784,5,09.09.21,010,разгруженный металл уложен на другой тип материала. Нет возможности достать необходимый материал.
10785,6,13.09.21,010,разлита эмульсия на полу
10786,7,14.09.21,010,заставлен проход корпусами
10787,8,15.09.21,010,заставлен проход к ПК
10788,9,16.09.21,010,летит дробь  пробита турбина
10789,10,17.09.21,010,не убран пост сварки
10790,11,20.09.21,010,рулоны металла  стоят на полу
10791,12,21.09.21,010,постороние предметы на тенневой доске
10792,1,01.10.21,010,корпус стоит на сломанном поддоне
10793,2,04.10.21,010,возле установки розлив СОЖ
10794,3,05.10.21,010,на полу не обозначенный кабель канал  есть риск споткнуться.
10795,4,06.10.21,010,на полу использованная ветошь
10796,5,11.10.21,010,заставлен проход к ПК
10797,6,12.10.21,010,летит дробь  пробита турбина
10798,7,13.10.21,010,Рулоны металла  стоят на полу
10799,8,18.10.21,010,Собранные корпуса выступают за разметку острыми краями
10800,9,19.10.21,010,заставлен путь к выходу эвакуации
10801,10,20.10.21,010,заготовка стоит не по разметке
10802,11,21.10.21,010, сломанный поддон
10803,12,22.10.21,010,разлита химия на полу
10804,1,01.11.2021,010,Скопление пустых контейнеров
10805,2,02.11.2021,010,Постороние предметы
10806,3,03.11.2021,010,Заполнен контейнер с мусором
10807,4,04.11.2021,010,В зоне комплектации баков посторонние ДСЕ
10808,5,08.11.2021,010,заставлен проход к запасному выходу
10809,6,09.11.2021,010,разлита СОЖ на полу
10810,7,10.11.2021,010,не подписана ёмкость под ацетон
10811,8,11.11.2021,010,использование сломанной лесницы
10812,9,15.11.21,010,Россыпь дроби на полу возле дробеструйки
10813,10,16.11.21,010,Рулоны металла  стоят на полу
10814,11,17.11.21,010,Собранные корпуса выступают за разметку острыми краями
10815,12,23.11.21,010,заставлен путь к выходу эвакуации
10816,1,01.12.21,010,На полу использованная ветошь
10817,2,02.12.21,010,Разлита химия на полу
10818,3,03.12.21,010,Не подписана тара  под ацетон
10819,4,06.12.21,010,Заставлен проход корпусами
10820,5,07.12.21,010,Разбросаны бруски на участке
10821,6,08.12.21,010,Разлита эмульсия на полу
10822,7,09.12.21,010,Использование сломанного поддона
10823,8,10.12.21,010,Россыпь дроби на полу возле дробеструйки
10824,9,13.12.21,010,Рулоны металла  стоят на полу
10825,10,14.12.21,010,Постороние предметы на тенневой доске
10826,11,15.12.21,010,Переполнен контейнер с металлоломом
10827,12,16.12.21,010,Заставлен путь к выходу эвакуации
10828,1,11.01.21,011,шланги пневмоинструмента разбросаны на полу  опасность споткнуться.
10829,2,11.01.21,011,Корпус завезен ОВЛ из 81го цеха на сломанном поддоне.
10830,3,12.01.21,011,Переполнен контейнер с отходами электротехнической стали  острая сталь свисает в проход.
10831,4,12.01.21,011,Разлив масла после комиссионного осмотра ремонтной активной части.
10832,5,13.01.21,011,Неустойчивое хранение деревянной упаковки
10833,6,13.01.21,011,Барабаны с проводом без упора.
10834,7,14.01.21,011,Гололед у ворот на путях эвакуации людей (маршрут выхода из цеха).
10835,8,14.01.21,011,Рассыпаны метизы после комиссионной разборки трансформаторов.
10836,9,15.01.21,011,Не выделены желто-черной полосой перепады по высоте  ступени. Возможность споткнуться
10837,10,15.01.21,011,Над 257 намоточным станком с крыши здания свисает доска.
10838,11,18.01.21,011,Не закреплен стеллаж.
10839,12,18.01.21,011,Не накручен колпак на газовый баллон  предназначенный для вывоза
10840,13,19.01.21,011,Проезд заставлен рулонами электротехнической стали.
10841,14,19.01.21,011,Работа упаковщика с платформы  не поставленной на тормоз.
10842,15,20.01.21,011,Неисправно колесо на самоходной электротележке г/п 2тс
10843,16,20.01.21,011,Заставлены проезды в цехе готовой продукцией и трансформаторами в упаковку  на поддоны
10844,17,21.01.21,011,Технологические швеллеры выступают в проход  проезд.
10845,18,21.01.21,011,Переполнен куб под горелое масло  некуда сливать масло.
10846,19,22.01.21,011,Слетел шланг с баллона инертного газа. Плохой хомут.
10847,20,25.01.21,011,После вывоза отходов электротехнической стали на месте контейнера остались отходы. 
10848,21,26.01.21,011,Течь масла из установки сушки диэлектрической жидкости FR-3.
10849,22,27.01.21,011,Наледь перед воротами цеха. Буксует тележка и наземный транспорт.
10850,1,01.02.21,011,Отходы ЭТС поперечного раскроя свисают за пределы бака для отходов
10851,2,01.02.21,011,Сломан ограничитель безопасности на стеллаже с технологическими швеллерами
10852,3,02.02.21,011,Трубка ТКР вывалилась из переполненного ящика. Трубка торчит через промежутки в ящике.
10853,4,03.02.21,011,После планового ТО ст.226 не затянут болт крепления ролика  направляющего круглый провод. Возможно отворачивание во время работы и соскакивание провода
10854,5,04.02.21,011,с гидростанции пресса-гаражного течет масло
10855,6,04.02.21,011,течь масла из-под шланга на пол
10856,7,05.02.21,011,Переполнен контейнер с отходами электротехнической стали  острая сталь свисает в проход.
10857,8,08.02.21,011,Сломалась кран-балка. Нет вира-майна  активная часть осталась в подвешенном состоянии.
10858,9,11.02.21,011,На выходе из цеха в тамбуре 2го пролета на обозначенной дорожке (путь эвакуации) не горит ни одна лампа. Опасноть споткнуться о готовую продукцию цеха 83.
10859,10,11.02.21,011,В раздевалке цеха 82 проходит вент. Канал  с которого в проход выспупают острые детали на уровне головы. Возможно получить травму при проходе. Необходимо закрыть выступающие острые части вент. канала.
10860,11,12.02.21,011,Не обозначены неработающие душевые кабины и туалетные кабины
10861,12,15.02.21,011,Недостаточное освещение в коридорах и помещениях гардеробных  много перегоревших ламп
10862,13,16.02.21,011,Применение металлических  катушек вместо полочек и стульев
10863,14,16.02.21,011,Недостаточное освещение в душевых кабинках
10864,15,16.02.21,011,Местами отсутствуют лейки
10865,16,16.02.21,011,На сливах отсутвуют решетки
10866,17,16.02.21,011,Отсутствие разметки на обеденных столах
10867,18,16.02.21,011,Не все эл розетки идентифицированы (220 Вт)
10868,19,16.02.21,011,не обозначен перепад высот при спуске на цокольный этаж
10869,20,17.02.21,011,после демонтажа стеллажа  торчат анкерные болты
10870,21,18.02.21,011,обмотки стоят на сломанном поддоне
10871,22,19.02.21,011,ст. 218 - не закрыт защитный кожух на станке
10872,1,01.03.21,011,Утечка масла с оборудования 110 и 111 машина.
10873,2,02.03.21,011,В цех с улицы завезен контейнер со снегом  предназначенный под отходы. В цехе снег растаял  по полу разлилась вода
10874,3,03.03.21,011,Возле стола пайки клеммных коробок неисправна наружная пластиковая часть эл. розетки 220В.
10875,4,04.03.21,011,Погасли настенные фонари и лампы освещения поста сборки силовых  и клеммных коробок. 7 пролет без естественного освещения. Темно.
10876,5,05.03.21,011,Загиб шины заземления ст. 235  237.
10877,6,09.03.21,011,Трещины на таре под клей ПВА
10878,7,10.03.21,011,Ст. 226 поврежден уборочный инвентарь  сломана ручка  острые края.
10879,8,11.03.21,011,Протечка воды из питьевого уголка  возле санузла.
10880,9,12.03.21,011,Заполнена емкость под горелое масло
10881,10,15.03.21,011,Для подъема штрипсы завешена неподходящая траверса. 
10882,11,16.03.21,011,Ст. 223 нет ручки на напильнике. 
10883,12,17.03.21,011,Ст. 232 неисправен разматыватель. Вероятность падения оргстекла.
10884,13,18.03.21,011,Отсутствует емкость под слив масла.
10885,14,19.03.21,011,В бытовых помещениях отсутствуют диспенсеры для мыла. Люди не моют руки с мылом в период пандемии.
10886,15,22.03.21,011,Отсутствуют резиновые противоскользящие коврики в душевых. Вероятность поскользнуться на кафеле.
10887,16,23.03.21,011,При осмотре лестницы-платформы перед использованием выявлено  что ослаблен один из болтов крепления перил. 
10888,17,24.03.21,011,Нет диспенсера для жидкого мыла. Нет мыла в период пандемии.
10889,18,25.03.21,011,Отсутствуют деревянные поддоны. Хранение на полу.
10890,19,26.03.21,011,Неисправно оборудование - протечка масла 127 машина поперечный раскрой.
10891,20,26.03.21,011,На новом сварочном аппарате во время доставки на площадку РТ был сломан пластиковый пин-разъём управления (розетка-вилка). Оголены провода.
10892,21,29.03.21,011,Металлическая плита на посту для выставления активных частей имеет перепад по высоте относительно пола. При завозе бака плита была задета  смещена в проход. Можно споткнуться.
10893,22,30.03.21,011,Розетка на колонне на участке сборки силовых неисправна. 
10894,1,01.04.21,011,Неустойчивая установка сухих обмоток на поддонах. При перемещении на участок сборки возможно падение.
10895,2,02.04.21,011,Неисправен стул  расходятся ножки  небесопасно использовать данный инвентарь.
10896,3,05.04.21,011,На угловой шлифмашинке отсутствует кожух.
10897,4,06.04.21,011,При осмотре алюминиевой платформы выявлено отсутствие одного из десяти болтов крепления перил.
10898,5,07.04.21,011,Заставлен готовыми трансформаторами проход к огнетушителю.
10899,6,08.04.21,011,Стремянка инв. №2 имеет трещину на тетиве  а также отсутствуют некоторые заклепки на ступенях  расшатана площадка  ослабла завальцовка.
10900,7,09.04.21,011,При испытании лестницы инв. №6 выявлено несоответствие РД 34.03.204. Погнута тетива  вмятины  отверстие  имеются следы сварки  общее состояние завальцованных элементов расшатанное  лестница неустойчива.
10901,8,12.04.21,011,Поврежден провод питания электрического диспенсера для резки скотча ст. 228.
10902,9,13.04.21,011,Переполнен контейнер с отходами металла  острая сталь вываливается в проход. 
10903,10,14.04.21,011,229 станок  после демонтажа стеллажа остался анкер  выступающий из пола.
10904,11,15.04.21,011,На участок завезено ярмо на сухие трансформаторы. Поддоны установлены не по разметке  выступают в проходы и проезды  можно споткнуться или задеть погрузчиком при проезде.
10905,12,16.04.21,011,Проезды и проходы заставлены пустыми поддонами из-под рулонов металла.
10906,13,19.04.21,011,На перилах на алюминиевой площадки имеется дефект - трещина по сварному шву.
10907,14,20.04.21,011,Вышло из строя сверло-бур по дереву д20мм. Небезопасно работать.
10908,15,21.04.21,011,При обходе обнаружен поврежденный строп СТ-2  не соответствующий РД.
10909,16,22.04.21,011,После отключения электроэнергии сработала сигнализация на газовых и электрических печах сушки.
10910,17,22.04.21,011,После отключения электроэнергии установка HUBERS (емкости хранения химически-опасных веществ) перешла в аварийный режим  сработала сигнализация.
10911,18,22.04.21,011,После сбоя подачи электроэнергии отключилась вентиляция цеха.
10912,19,27.04.21,011,После комиссионных осмотров дефектных трансформаторов переполнены 2 куба с горелым маслом  нет пустой тары для слива отработанного масла.
10913,20,28.04.21,011,На посту пайки клеммных коробок вышел из строя строительный фен. 
10914,21,29.04.21,011,Неисправен промышленный пылесос. 
10915,22,30.04.21,011,При проезде электроштабелера поврежден провод удлинителя  используемого для замеров испытательной лабораторией.
10916,1,04.05.21,011,110 машина  с оборудования течет масло на пол в нескольких местах.
10917,2,05.05.21,011,Острые отходы электротехнической стали лежат на полу  выступают за границы зоны хранения.
10918,3,06.05.21,011,Остутствует колпак на баллоне аргона  перемещенном в зону транспортировки для замены.
10919,4,07.05.21,011,Барабан с проводом  снят со станка и установлен на полу без упоров  может покатиться.
10920,5,11.05.21,011,Сломанный поддон  торчат гвозди.
10921,6,11.05.21,011,Неустойчивое хранение завезенной упаковки. При завозе с улицы одну стопу деревянных шитов поставили на вторую  высотой выше 1м.
10922,7,12.05.21,011,Кожухи с завезенных трансформаторов сняты  сложены на полу в проходах  проездах.
10923,8,13.05.21,011,Кран-балка г/п 16тс после мелкого ремонта проявилась особенность: из состояния покоя может начать самопроизвольное движение без воздействий на пульт управления.
10924,9,14.05.21,011,На угловой шлифмашинке отсутствует кожух.
10925,10,14.05.21,011,Неисправен строительный фен на участке сборки силовых.
10926,11,17.05.21,011,На полу рассыпаны метизы б/у после ремонта трансформаторов.
10927,12,17.05.21,011,Разлив смолы на полу и на телеге.
10928,13,18.05.21,011,Заполнена емкость под горелое масло  нет пустой тары.
10929,14,19.05.21,011,Отсутствует площадка для обслуживания. После ежегодного испытания площадка хранится в зоне хранения лестниц в 4м пролете.
10930,15,19.05.21,011,Найден текстильный строп  состояние которого не соответствует РД.
10931,16,20.05.21,011,"Сломана кнопка аварийной остановки ""стоп"" электроштабелера инв. №207752. "
10932,17,20.05.21,011,"Неисправна кнопка ""майна"" на кран-балке г/п 16тс. Не опускает груз."
10933,18,21.05.21,011,Неудобно организована дополнительная защита на станке продольного раскроя бумаги  требуется доработка схемы безопасности.
10934,19,21.05.21,011,При осмотре перед работой стремянки инв. №0020 выявлено повреждение тетивы. Не соответствует РД.
10935,20,24.05.21,011,Неисправен кондиционер - протечка воды (конденсата) из кондиционера в кабинет по стене. Возможно попадание воды на электрооборудование.
10936,21,25.05.21,011,Проходы заставлены разобранными трансформаторами.
10937,22,26.05.21,011,Отсутствует тара под отходы размотки катушек. Провод лежит на полу кучами. 
10938,1,01.06.21,011,Печь №238  для сушки пропитанных обмоток - телега переполнена застывшей смолой. Происходит отслоение  можно споткнуться  порезаться.
10939,2,01.06.21,011,Залило водой ванну для плавки припоя (протечки с крыши).
10940,3,01.06.21,011,Залило водой 212 станок резки бумаги и картона (протечки с крыши).
10941,4,01.06.21,011,Залиты протечками с крыши намоточные станки 219  224 и т.д
10942,5,07.06.21,011,Кран-балка г/п 3.5тс после отпускания кнопки на пульте продолжает самопроизвольное движение 
10943,6,07.06.21,011,На площадке хранения трансформаторов среди травы находилась доска с гвоздями от упаковки. Можно получить травму при обходе.
10944,7,09.06.21,011,При нанесении разметки  всё вывезено с участка QS  заставлены проходы  проезды.
10945,8,10.06.21,011,При сливе масла с ремонтных трансформаторов были протечки разлив на пол  образовался разлив.
10946,9,11.06.21,011,На выезде из цеха проезды заставлены разобранными трансформаторами на утилизацию.
10947,10,15.06.21,011,Пустой баллон от гелия перемещен в зону вывоза без транспортировочного колпака. 
10948,11,16.06.21,011,Заставлены сухими трансформаторами проходы  проезды  выездные ворота.
10949,12,17.06.21,011,Барабан с проводом стоит на полу без упора  может покатиться.
10950,13,18.06.21,011,Острые отходы электротехнической стали лежат на полу  контейнер переполнен. 
10951,14,21.06.21,011,На сварочном посту участка силовых сняты для поверки манометры на редукторе баллона. Возможен выход газа при открытии крана.
10952,15,22.06.21,011,Заставлен трансформаторами доступ к пожарному щиту (трансформаторы выступают за разметку свободного прохода). 
10953,16,23.06.21,011,Нет контейнеров для отходов  провод складируется на полу. Можно зацепиться  получить травму.
10954,17,24.06.21,011,В связи с жаркой погодой и высокой температурой в цехе у работника поднялось давление  ухудшилось самочувствие.
10955,18,25.06.21,011,При упаковке повреждена гвоздем канистра с трансформаторным маслом  произошел разлив масла. 
10956,19,28.06.21,011,На крюке стропа цепного СТС г/п 11.2тс сломался замок.
10957,20,29.06.21,011,Работник почувствовал себя нехорошо в связи установившейся жаркой душной погодой и высокой температурой в цехе.
10958,21,30.06.21,011,На пистолете обдува тех воздухом разбитый манометр  корпус отсутствует. Если манометр в данном месте не требуется  необходимо заглушить резбовое отверстие в пистолете для исключения возможного вылета деталей манометра  разрыва поврежденной диафрагмы. 
10959,22,30.06.21,011,ст. 228 не закреплен кабель-канал
10960,1,01.07.21,011,При получении обмоток из 83 цеха работник приехал с электроштабелером  и обратил внимание  что на маршруте движения появился электрокабель  под которым не смогут проехать штабелеры.
10961,2,02.07.21,011,Баллоны с гелием поступают без колпаков  вместо транспортировочного колпака термоусадоный колпачок из пленки. Не соответствует требованиям ТБ.
10962,3,05.07.21,011,Открыт кабель-канал на полу в районе 110 машины. Крышка не закреплена  торчит. Можно зацепиться  споткнуться  а также открыты провода.
10963,4,06.07.21,011,Завезен провод на нестандартном барабане.
10964,5,07.07.21,011,На проходах разбросаны поддоны после загрузи печей.
10965,6,08.07.21,011,Сломан электроштабелер.
