<DATE>,<CODE>,<DESCR>
26.07.21,018,На стенде для проведения нагрева опытных образцов у двух датчиков теипературы на подводящих проводах нарушена изоляция провода  
16.08.21,018,Сломался запор на двери ограждения на входе в зону испытаний  Калитка не фиксировалась и появилась возможность появления на испытательном поле посторонних лиц 
17.09.21,018,Привезли разъединитель РГП 110 для проведения испытаний  установили вдоль основнорго прохода помещения  Изделие имеет выступающие части нка разной высоте  имеется верятность задевания выступающих частей изделия за элементы одежды проходящих мимо изделия сотрудников  Как следствие - возможные ушибы  падения 
26.10.21,018,После распаковки опытнорго образца приняли решение упаковку оставить для повторного использования  Но упаковка имеет большое количество гвоздей  Которые беспорядочно торчат во все стороны Имеется риск при работе с упаковкой получить повреждение и травму 
17.11.21,018,Мной замечено  ято в электрическом щите автоматов общего освещения металлическая панель деформирована  В результате имеющегося несоответствия при включении или выключении ламп общего освещения помещения иамеется вероятность попадания пальцев в образовавшиеся щели и получения прямого контакта с электричеством  Имеется вероятность поражения электрическим током  
22.12.21,018,После демонтажа заточного станка осталась металлическая полоса заземления Край полосы не зафиксирован  свободно болтается  Имеется вероятность при перемещении вдоль полосы заземления станка задевание этой полосы частями тела с риском получить ушиб при падении или даже травму 
11.01.21,019,В пролете на проходе лежат шланги(жгуты) от сварочного аппарата что может привести к травме на производстве 
12.01.2021,019,На пешеходном проходе стоит контейнер  Нет возможности пройти  можно получить травму 
12.01.2021,019,Около ванн подготовки  на проходной части разлита жидкости  Есть риск упасть 
18.01.21,019,В проходе лежат остатки (обрезки) обрамлений  при прохождении есть вероятность получить травму
20.01.21,019,На проходе лежит шланг  что может привести к падению 
20.01.21,019,На полу в пешеходной зоне лежит кусок упаковки (ингибированной пленки)  Есть вероятность подскользнуться и упасть  получить травму
25.01.21,019,На центральной проходной очень скользко в районе турнекетов  Вероятность подскользнуться и получить травму
26.01.21,019,На проходе в 5 пролете ПРУ НН разложен кабель (вторичной ком ) Вероятность получения травмы
29.01.21,019,В 3 пролете на посту 6 стоит контейнер с листами  Листы находятся на проходе  мешают ходить  Вевоятность получения травмы 
15.01.21,019,Повреждения   покрытия  пола  При движении  погрузочно-разгрузочной техники  по поврежденному полу  на складе может привести к порчи ТМЦ 
11.02.21,019,Расыпана дробь в проходе  Вероятность получения травмы 
01.02.21,019,В проходе участка 1 стоит лестница  есть риск получить травму
01.02.21,019,В проходе участка ОХ лежит брусок  есть риск получить травму 
09.02.21,019,В проходе лежат упаковочные щиты  Есть риск получить травму
02.02.21,019,В ПРУ  в 3 пролете участка временной сборки ячеек К-80  возле стелажа с контейнерами находится поддон с бочкой  которые находятся на переходе и приграждают путь 
05.02.21,019,Переполнены контейнеры с металлоломом
08.02.21,019,В ПРУ  в 5 пролете на пролходе стоит поддон
10.02.21,019,В проходе лежат провода  есть риск получить травму 
15.02.21,019,На участке ЛППП из пола торчит штырь  есть риск получить травму
15.02.21,019,трансформатор установлен на поврежденный поддон
16.02.21,019,Поврежден провод на удлинителе 
01.02.21,019,При входе в склад  с пожарной  продукцией имеется большая наледь  что может привести к травме работников СЭЩ 
15.02.21,019,На проходной дорожке стоит контейнер  Нет возможности прохода 
10.03.21,019,На пешеходной дорожке рассыпаны испорченные саморезы 
12.03.21,019,Во время погрузки на машину  у окрашенной рамы с низу отлетел приклеившийся деревянный брусок  Есть риск споткнуться и полечить травму 
15.03.21,019,На  полу в пешеходной зоне лежали гвозьди  упаковочная бумага  Есть вероятность поскользнуться  упасть  получить травму
16.03.21,019,На пешеходной зоне леат метизы  есть риск получить травму
17.03.21,019,Выступают болты от снятого ограждения
18.03.21,019,Пешеходная зона перегорожена транспортной тележкой с РГП  есть риск получить травму
22.03.21,019,На полу в проходе лежал обрезок металлической ленты  возможно получить травму
25.03.21,019,Прокладочный материал разбросан на полу в рабочей зоне
25.03.21,019,На пешеходной дорожке стоит контейнер с выпирающими из него деталями  Есть риск получить травму 
25.03.21,019,Не исправны светильники на постах №2  №8
30.03.21,019,В проходе лежит кабель  Есть риск споткнуться и получить травму
31.03.21,019,На пешеходном переходе (столб №23А) находятся контейнеры с деталями   Складирование упаковки выполнили на рельсах 
12.03.21,019,На пешеходной дорожке стоит контейнер  Есть риск получить травму 
12.03.21,019,Около ванн лежат шланги  есть риск споткнуться и получить травму 
14.03.21,019,Рядом с местом складирования профлиста на полу  лежит рулетка  Есть риск споткнуться
12.03.21,019,Вдоль пешеходной дорожки складирована мебель один шкаф установлен не устойчиво  есть риск падения та проходящих людей 
06.04.21,019,В пролете на проходе валяются метизы  есть риск получить травму
08.04.21,019,В пролете на проходе лежат щиты для ящиков  нет возможности пройти  Есть риск получить травму
08.04.21,019,Перед модулем СК на пешеходной зоне лежит гровер  есть риск подскользнуться и получить травму
13.04.21,019,Деревянный брусок лежит на размотанном шланге для подачи воздуха что может привести к повреждению шланга 
16.04.21,019,В проходе между блок модулями на полу лежали гвозди  есть риск получить травму
21.04.21,019,Просыпана дробь на зеленой дорожке
21.04.21,019,Пролита фрюрионисцкентная жидкость
21.04.21,019,Повреждение изоляции на удлинителе
23.04.21,019,Шина заземления не обозначена
22.04.21,019,Детали из контейнера выступают на пешеходную дорожку  есть риск споткнуться и получить травму 
22.04.21,019,На пешеходной дорожке лежит прокладочный материал а под ним вода  Есть риск подскользнуться и получить травму 
22.04.21,019,Габаритная заготовка выступает за пределы контейнера и перекрывает пешеходную дорожку  Есть риск споткнуться и получить травму 
26.04.21,019,Габаритная заготовка выступает за пределы контейнера и перекрывает пешеходную дорожку  Есть риск споткнуться и получить травму 
27.04.21,019,Нет возможности проверк продукции из за заставленного прохода 
26.04.21,019,В зоне складированияготовой продукции  на полу лежит прокладочный материал(деревянные бруски)  Есть риск споткнуться 
20.04.21,019,Комплектовка выходит за габариты зоны  частично выходит за границы прохода между постами  Проходя мимо существует риск ударить ногу и получить травму 
28.04.21,019,Не работает сушилка для рук в женском туалете на втором этаже
28.04.21,019,На проходе временно выгружен контейнер с комплектующими  может произойти столкновение с ним 
16.04.21,019,При входе в склад имеется яма  накрытая листом изогнутого металла  Есть риск повреждения ТМЦ  техники  а так же получение трамвы работниками СЭЩ 
14.05.21,019,На пешеходной зоне лежат шайбы  есть риск получить травму
20.05.21,019,На участке складировке готовой продукции лежит пркладочный материал есть риск споткнуться
20.05.21,019,При проведения контроля ТТП51  на территории  линии ЛППП  валяются шланги  о которые можно споткнуться и получить травму 
21.05.21,019,Промасленная ветошь на испытательном поле
22.05.21,019,Колесо тележки попало в трещину на полу  риск перевертывания тележки
25.05.21,019,При сдаче продукции не было включено основное освещение  что  влечет за собой опасность получить травму 
26.05.21,019,На проходе стоит контейнер с деталями  есть риск поранить ногу 
25.05.21,019,На полу в пешеходной зоне лежал кусок упаковочной пленки и гвозьди  есть вероятность поскользнуться  упасть  получить травму
07.05.21,019,На полу имеются неровности глубиной до 5 см  Есть вероятность споткнуться и получить травму
26.05.21,019,Комплектовка выходит за габариты зоны  частично выходит за границы прохода между постами  Проходямимо существует риск ударить ногу и получить травму 
27.05.21,019,На оснастке Р-2907 острые кромки на основании колес 
27.05.21,019,В 6 пролете возле шкафов на полу имеются метизы  Возможно при наступании на них подкскользнуться
16.05.21,019,На полу на размотанном кабеле стоит стремянка 
17.05.21,019,На участке вне контейнера вертикально стоят рефлёные листы пола прислонёные к подставке  Могут упасть и травмировать рабочих 
16.06.21,019,Во время сдачи продукции обнаружен торчащий штырь из пола 
17.06.21,019,На участке складировки готовой продукции разбросан прокладочный материал (бруски)  Есть риск споткнуться 
21.06.21,019,При преёмке продукции  возле контейнера с деталями лежал моток проволоки  Можно споткнуться и получить травму 
21.06.21,019,В зоне складирования готовой продукции  в полу имеются ямки  Можно сподкнуться и получить травму 
22.06.21,019,В проходе между блокамилежит брусок  Есть риск получить травму
08.06.21,019,На пешеходной дорожке лежал гвоздь  есть риск поскользнуться на нем и получить травму
21.06.21,019,На проходе 4-го пролета стоит контейнер с комплектующими  мешает проходу
21.06.21,019,"На пешеходной дорожке в районе сварочного поста "" Робот""   находятся три контейнера загараживающие проход  Есть риск получить травму "
24.06.21,019,Контейнер с выступающей загатовкой переграждает проход 
23.06.21,019,Не работает освещение рабочее место №2
23.06.21,019,Не работает сушилка для рук в уборной комнате
30.06.21,019,Поддон прислонен к стене  риск падения поддона
30.06.21,019,Разлито трансформаторное масло
13.07.21,019,В зоне складирования готовой продукции в полу имеются ямки  Есть риск оступиться и повредить ногу 
13.07.21,019,В цеху на участке ПФ  было плохое освещение  Что может привести к риску споткнуться
19.07.21,019,На пешеходном проходе стоят 3 контейнера с деталями  нет возможности прохода  есть риск получить травму
20.07.21,019,В цеху на пешеходной дорожке стоит контейнер с выпирающими из него деталями  Можно получить травму 
21.07.21,019,Прокладочный  материал разбросан на полу рабочей зоны  Есть риск споткнуться 
21.07.21,019,Кранбалка оставлена на испытательном поле  Риск удариться головой
21.07.21,019,Корпус установлен на сломанный поддон  Риск падения корпуса и получения травмы 
15.07.21,019,На пешеходной зоне лежит гайка есть вероятность получить травму
22.07.21,019,Разлито трансформоторное масло  Риск падения 
22.07.21,019,Рассыпана дробь на сварочном участке  Риск падения 
19.07.21,019,В проходе лежат провода  Есть вероятность получить травму
29.07.21,019,не работают светильники 2  5  6 места
29.07.21,019,В 6 пролете  на проходной зоне лежит шланг  Есть риск споткнуться  получить травму 
30.07.21,019,В проходе лежат провод  Есть вероятность получить травму
02.08.21,019,В проходе между блоками лежит брусок  Есть риск получить травму 
20.08.21,019,Коробка на стелаже лежала на краю  Риск падения и получения травмы
20.08.21,019,Поддоны для испытаний трансформаторов находятся в несоответствующем месте  Риск падения 
20.08.21,019,Рассыпана дробь  Риск падения 
23.08.21,019,На участке складировки готовой продукции разбросан прокладочный материал  Есть риск споткнуться 
23.08.21,019,На участке разлита вода  Есть риск подскользнуться 
24.08.21,019,В зоне складирования готовой продукции  в полу имеются впадины в полу  Есть рис получить травму 
25.08.21,019,В зоне прохода по цеху стоит поддон с рефлеными листами  из поддона торчллические бирки  о которые можно получить травму 
20.08.21,019,На проходе в цеху стоят контейнера с комплектующими и загромождают проход  есть риск получить травму
27.08.21,019,Сломана лестница подьема на эстакаду 20 склада  риск падения работников
03.08.21,019,На пешеходной дорожке находятся гвозди  Есть риск наступить и получить травму
27.08.21,019,На участке прозвонки не работают лампы освещения №3  №6  короткий провод у ламп №5 
30.08.21,019,Основной пешеходный проход загроможден контейнерами с деталями  При возникновении ЧС может припятствовать эвакуации сотрудников
07.09.21,019,рассыпана дробь на пешеходном проходе
07.09.21,019,На пешеходной дорожке около модуля СК СК лежит гвоздь  есть риск наступить и получить травму 
09.09.21,019,Заставлен пешеходный проход
14.09.21,019,Разлито трансформаторное масло  Риск падения
21.09.21,019,Поврежден провод на удлиннителе 
20.09.21,019,На участке ЛППП  около ванн предворительной подготовки валяются шланги  Можно споткнуться и получить травму 
20.09.21,019,На пешеходной дорожке стоит контейнер с выпирающими деталями  есть риск получить травму 
21.09.21,019,На участке складировки готовой продукции валяется прокладочный материал  Есть риск подскользнуться и получить травму 
21.09.21,019,На месте складировки готовой продукции в полу имеются неровности (Ямки)  можно споткнуться и получить травму 
21.09.21,019,На проходе лежат детали  можно споткнуться и получить травму 
13.09.21,019,В проходе лежат провода  Есть риск получить травму 
10.09.21,019,Скапление металлолома на входе в ЦЗЛ
29.09.21,019,Архив тех бюро находится в зоне погрузкии вблизи уличных ворот(холодно)
30.09.21,019,На пешеходнлм проходе (столб №24А) находится рабочий инвентарь(лестница)  (ВЭ)
30.09.21,019,Кантейнер расположен на проходной дорожке по которой передвигаются сотрудники
13.10.21,019,В проходе между Бок-модулями лежат провода  Есть риск получитьь травму 
14.10.21,019,В 5 пролете деталь выступает за габариты контейнера  частично загорождает проход  Есть риск получить травму 
14.10.21,019,На посту сборки имеются открытые контейнеры с деталями (стенки  двери)  установленные один на один  Высота складирования более 2м  Есть риск получить травму 
14.10.21,019,На пешеходной дорожке находится пленка ингибированная  Есть риск получить травму 
18.10.21,019,В ПРУ в третьем пролете  стоят контейнера с комплектующими на пешеходном проходе
20.10.21,019,на дорожке присутствует дробь  Риск падения
21.10.21,019,Поломка стула на рабочем месте
21.10.21,019,Промасленная ветошь находилась в пешеходной зоне
22.10.21,019,разлита люминисцентная жидкость
21.10.21,019,"У ворот №2 склада 7 при входе образовалась выбоина  Примерные размеры в глубину около 10 см и ширина около 2 м   В связи с чем в дождливую погоду  выбоина заполняется водой  Есть риск повреждения ТМЦ  техники  а так же получение травмы работниками СЭЩ 

"
16.11.21,019,На пешеходном проходе находятся контейнера с деталями
16.11.21,019,Рассыпана дробь в 10 пролете
17.11.21,019,разлита люминиисцентная жидкость
17.11.21,019,застревают поддоны на конвейере 
18.11.21,019,гаечный ключ лежал на краю бака испытательной установки на герметичность  Риск падения на ноги 
19.11.21,019,отсутствует теневая доска для хранения инструментов
22.11.21,019,Поддон на конвейере стоял с наклоном  Риск падения и получения травмы 
22.11.21,019,В проходе лежат бруски  Есть риск получить травму
26.11.21,019,На участке контроля возле пожарного крана на полу не демонтированы шпильки  Риск получить травму
29.11.21,019,На проходе из 4-го в 5-ый пролет лежит кабель включенный в разетку 
29.11.21,019,На полу в пешеходной зоне находятся бруски  куски ингибированной пленки  Есть вероятность упасть и получить травму
24.12.21,019,На проходе стоит ящик с комплектующими  мешает прохождению
21.12.21,019,На пешеходной дорожке находятся гвозди  Есть риск наступить и получить травму
27.12.21,019,На участке сборки BLOSET контейнеры для сборки з-за установлены друг на друге  что может привести к травме работающего слесаря и повреждению деталей 
28.12.21,019,На участке ОТК около пожарного крана из пола торчат металлические штыри  что может привести к травме
29.12.21,019,В проходе лежат провода  Есть риск получить травму
19.02.21,020,Деформация кабеля лотка в камере окраски
24.02.21,020,В нескольких местах порвана изоляция на педале прессс ножниц
24.02.21,020,Ящики с заготовками стоят на пешеходных проходах
24.02.21,020,Провисание воздушных шлангов на участке сварки
18.02.21,020,Утечка из трубопровода ХВС
02.02.21,020,Оторвался поручень на штанговом конвейере
10.02.21,020,Торчащие оголённые провода на галлерее малярки 
19.02.21,020,В душевой не уходит вода
20.02.21,020,На проходе вылезла арматура из бетона
20.02.21,020,Повреждение ограждения на листовых ножницах
15.03.21,020,Разлив СОЖ на полу
18.03.21,020,Окрашенные изделия висят на путях прохода
12.03.21,020,Разлив масла на полу
18.03.21,020,Старая труба от эл  Проводки лежит на полу и мешает проходу
15.03.21,020,Освещение венткамеры осуществляется ртутными лампами
18.03.21,020,Течь воды из трубопровода рядом с шинопроводами
17.03.21,020,Торчащие из полов элементы крепления вывезенных станков
16.03.21,020,Утечка воды из смесителей с С/у
11.03.21,020,Утечка воды из смесителей с С/у
05.03.21,020,На тепловой пушке повреждена эл  Вилка
15.03.21,020,Износ брони и рабочих лопаток на дробемёте
17.03.21,020,Оторвался столб от пластин на заборе
18.03.21,020,Торчащие из полов элементы крепления вывезенных станков
05.03.21,020,Плохо открываются откатные ворота
09.04.21,020,Открыта крыльчатка вентилятора двигателя дробемета
13.04.21,020,Не закрыта крыльчатка двигателя пресса после ремонта
15.04.21,020,утечка воды из кранов в АБК
14.04.21,020,Утечка масла у станка
14.04.21,020,утечка воды из кранов смесителей на мойке
14.04.21,020,Обрыв воздушного шланга на прессе 7 пост
02.04.21,020,Лопнула подставка под вентилятором
30.03.21,020,Повреждение оплетки кабеля у гибочного станка
26.03.21,020,Повреждение оплетки кабеля педали пресса кривошипного
29.03.21,020,Разрыв гофры консольно вытяжного устройства на 6 посту
27.04.21,020,Перебит кабель заземления на посту №5
27.04.21,020,Разррыв канала подающего дробь на 3 метателе
28.04.21,020,Разбит штепсельный разъеденитель кантователя
28.04.21,020,Утечка масла у станка
27.04.21,020,Разрыв гофры консольно вытяжного устройства на 5 посту
18.05.21,020,На полу склада местами поломана плитка
11.05.21,020,В светильниках используются ртутные лампы
11.05.21,020,Увидел на дрели оголённый провод
17.05.21,020,Увидел разозбитый выключатель под напряжением
07.05.21,020,Поврежден деревянный помост через жд пути
07.05.21,020,Остались анкера в полу после демонтажа столов
25.05.21,020,Отвернулся болт заземления на 2Н125
24.05.21,020,Розлив масла на SG1
21.05.21,020,Из пола торчит анкерный болт
20.05.21,020,Вода с пожарного гидранта капает на шинопровод
27.05.21,020,Заграждение прохода металлоломом
25.05.21,020,Утечка воздуха в трубопроводе
27.05.21,020,Отсутствие освещения в узле ввода пара
31.05.21,020,Утечка воды из пожарного трубопровода
28.05.21,020,Утечка воды из трубопровода ХВС
26.05.21,020,Утечка воздуха из шланга
17.06.21,020,Обрезки проводов в сборке на автомате ворот
09.06.21,020,На столбе болтались обрубленные шины 
23.06.21,020,Утечка воздуха через соединение трубопроода
21.06.21,020,Утечка воды на участке водорезки
09.06.21,020,На штанговом конвейре на 2 уровне не закреплённый лист железа  закрывающий отверстие в полу
03.06.21,020,Обрывы прядей на канате поста загрузки
22.06.21,020,Прорыв трубы  рядом с электрокабелем
17.06.21,020,Плохо уходит вода в душевой
21.06.21,020,Прутки заготовок высупают на пешеходную часть
25.06.21,020,Течь воды из трубы в туалете
22.07.21,020,Повреждение напольной плитки на участке ГЛДИ
23.07.21,020,Лужа грунта возле ванн
23.07.21,020,Лужа гидравлическо масла на участке
21.07.21,020,Течь воды на водопроводе
15.07.21,020,Злилио полы в туалете
08.07.21,020,Утечка конденсата
23.07.21,020,Рохля стоит на проходе
07.07.21,020,Разлита сож в проходе между станками
19.07.21,020,Пропуск воды на затворе гребенки
15.07.21,020,Утечка горячей воды на смесителе
12.07.21,020,Трещины в оплетке проводов освещения
07.07.21,020,Отказ подачи сож на шлифовальном станке
05.07.21,020,Оторвана защита на токарном станке
16.08.21,020,Ветхие конструкции ввода пара в цех
24.08.21,020,Повреждение пневмопровода в месте соединения на ОСК
26.08.21,020,Потекла труба радиатора
23.08.21,020,Течь воды на пожарном водопроводе
19.08.21,020,зазор 4 мм на заточном станке
23.08.21,020,Материал сложен на проходе для работников
25.08.21,020,Тускло горит лампа освещения
18.08.21,020,Провисание неиспользуемой электропроводки и неисправные светильники на ЛППП
26.08.21,020,Обрыв кабеля межпролетной телеги
25.08.21,020,Утечка воды из трубопровода ХВС
20.08.21,020,Утечка воздуха из поврежденного шланга
26.08.21,020,Капает кран в мужском туалете
21.09.21,020,Утечка воздуха из шланга
20.09.21,020,Утечка воды из бачка
25.08.21,020,Перегорела лампа освещения в раздевалке
26.08.21,020,Повреждение кабеля 380 В на сварочном посту
22.09.21,020,Торчащие из стены провода возле печи сушки
20.09.21,020,Из пола торчит уголок и скобы
24.09.21,020,На кабеле вытяжки имеются скрутки
24.09.21,020,На полу имеется старое крепление от заземления
29.09.21,020,Износ кабеля пульта управления станком
29.09.21,020,Скользкие от масла полы в рабочей зоне
27.09.21,020,Некорректная работа замка двери станка
23.09.21,020,Износ кабеля заземления
23.09.21,020,Нарушена целость гофры кабеля управления
23.09.21,020,Загромождение прохода заготовкой
12.10.21,020,В помещении не горел свет
15.10.21,020,Протечка воды с трубопровода  Вода попадала на выключатели
05.10.21,020,Протечка шланга под раковиной
15.10.21,020,Обнаружены несправные розетки 
05.10.21,020,В помещении  на 2 этаже не горел свет
20.10.21,020,Утечка воздуха на пневматическом прессе
20.10.21,020,Утечка воздуха через повреждённый шланг
15.10.21,020,Разрушение пола у рельсовых путей  выступающая арматура
15.10.21,020,Обрыв гибкой проводки в умывальнике в женском гардеробе
14.10.21,020,Загроможден доступ к электрошкафу
12.10.21,020,Разлита сож в проходе между станками
15.10.21,020,Загроможден доступ к электрошкафу
17.11.21,020,На воротах были ослаблены болты
16.11.21,020,Оторвалось ограждение на ДРБ  Риск падения
16.11.21,020,Сломалась крышка сварочного апарата  Риск пореза
15.11.21,020,После демонтажа стелажей остались анкер в полу  6 штук
15.11.21,020,На выкатной телеге обрывы на 2 кабелях питания
11.11.21,020,Лопнул пневмошланг на посту №4
16.11.21,020,Лопнул пневмошланг провода ворот
15.11.21,020,Повреждена изоляция питающего кабеля сварочника ВДУ 50В
16.11.21,020,Уголком перебило кабель
15.11.21,020,Вышел из строя сливной кран в туалете
17.11.21,020,Сгорела лампа в светильнике перед входом в цех
10.11.21,020,Отсутствует технониколь в системе отопления  Риск разморозки
22.11.21,020,Не огрожден котлован у ПГП
11.11.21,020,Отсутствует циркуляция теплоносителя в ЦЭА
17.11.21,020,Прорыв трубопровода с паром 
10.11.21,020,Трубопровод пара к ПГП не имеет теплозащиты  Риски ожогов 
22.10.21,020,В вечернее время отсутствует освещение в бочке
24.11.21,020,Низкая температура в помещении
27.10.21,020,Двери электрошкафа не закрыты  Риск несанкционированного доступа
17.11.21,020,Токарный станок 205698-нет видимого заземления и значка  Возможно поражения эл током
12.11.21,020,На ЛУ 2 болты заземления находятся в месте перемещений оператора 
22.11.21,020,При наведении порядка выявлена неиспользуемая краска без герметичной тары  Возможен разлив 
02.11.21,020,На линии ПФ на полу открыт лючок на галлерее
19.11.21,020,Трубопровод пара к ПГП не имеет теплозащиты  Риски ожогов 
18.11.21,020,Складировние деталей и заготовок в проходах
16.11.21,020,На полу большое кол-во дроби  риск падения
15.11.21,020,После отключения станков не заизолированы провада  к которым они были подключены
19.11.21,020,Открыт кожух и дверцы у компрессора
19.11.21,020,Разлив грунта на пол  Риск падения
19.11.21,020,Подходу к шкафам управления заставлены тележками с заготовками
19.11.21,020,Разлив краски на пол
17.11.21,020,Складировние деталей и заготовок в проходах
15.11.21,020,Утечка воздуха из шланга подвода к станку
22.11.21,020,На мостовом кране не закрывается дверь в кабину
01.11.21,020,Не закреплены стеллажи в 81 цехе
27.10.21,020,Обрыв тросов на кран балке
15.10.21,020,Открывается дверь на линии гофробаков
07.10.21,020,Вышел из строя вакуумный насос на установке HUBERS
07.10.21,020,Нет ограждения участка сборки 82 цеха
01.10.21,020,Износ грузового каната на кран балке № 125
27.09.21,020,Течь масла на гидростанции установки по изготовлению гофробаков 
28.10.21,020,Недостаточное освещение в 10 пролёте
04.10.21,020,Открылашсь крышка ящика распределительного в 82 цехе
16.11.21,020,В комнате приёма пищи 83 цеха течь из трубы ХВС
17.11.21,020,Нет замка на подъеме наверх к ГПМ  Риск несанкционированного доступа
09.11.21,020,Поврежден гофрорукав к педали намоточного станка №232
27.10.21,020,Недостаточное освещение в тамбуре 1 пролёта
12.10.21,020,Загромождение проходов в складе ОГЭ 
12.10.21,020,Аварийное отключение котла
13.12.21,020,Разрушение полотна ЖД на пересечении с автодорогой  
29.10.21,020,Провал грунта возле беседки
18.05.21,020,вышла из строя канализация  Необходим ремонт
03.08.21,020,Образовался провал грунта рядом с подкрановыми путями в месте складирования продукции
27.07.21,020,Продавлена опорная часть корпуса ливнеприёмника  люк проваливается вокруг ЛП разрушается асфальт
08.09.21,020,Раздавлен чугунный люк ливнёвого колодца
19.08.21,020,Прорыв водопровода д 63 мм 
05.10.21,020,Провал асфальтового покрытия и грунта под ним  Прорыв ливневой трубы
22.04.21,020,После зимы крышка люка водопроводного колодца сдвинута в сторону  проваливается в колодец
14.04.21,020,На проезжей части разрушена горловина канализационного люка 
20.09.21,020,Разрушена плита перекрытия ливнеприёмника 
20.12.21,020,Утечка сжатого воздуха по штоку затвора магистрального трубопровода
21.12.21,020,Неисправность освещения зачистного участка
19.12.21,020,В пешеходной зоне находятся материалы
14.12.21,020,Не горит освещение в С/У 
21.12.21,020,Загромождение доступа к шкафу ЧПУ контейнерами с заготовками 
20.12.21,020,Провис двери шкафа ЧПУ  Сорваны петли крепления двери  
22.12.21,020,Не закрыт кожух вращающейся крыльчатки двигателя на разгрузке ДРБ 
23.12.21,020,Между пультом оператора и станком лежат незакрытые провода 
21.12.21,020,Лампы дневного освещения лежат в мусоре
20.12.21,020,Лужа под раковиной в раздевалке  Порван шланг
20.12.21,020,Потёк масла у токарног станка
23.12.21,020,Ослабли болты на метателе
15.12.21,020,На линии ПФ торчат старые провода 
22.12.21,020,в МО ПФ в начале прохода лежит перекачивающий шланг
20.12.21,020,Кондиционер подключён кабелем со скрутками
23.12.21,020,Отсутствует вытяжная вентиляция в курилке
