<TOKEN>,<NUM>,<DATE>,<CODE>,<DESCR>
2469,4,13.05.21,013,порвалась петля на стропе  5т
2470,5,18.05.21,013,при погрузке отходов чермета  на контейнере выявлена деформация металла
2471,6,19.05.21,013,защитные кожуха при выгрузке с машины не устойчиво лежат на поддоне
2472,1,01.06.21,013,на погрузчике перегорела лампочка проблескового маячка
2473,2,02.06.21,013,на штабелере сломано колесо
2474,3,07.06.21,013,отсутствуют отбойники к стеллажам
2475,4,07.06.21,013,на воротах расшатались блок ролики
2476,5,16.06.21,013,при приемки продукции от поддона отвалился брусок  торчат гвозди
2477,6,19.06.21,013,после погрузки отходов с мусором  на полу осталась лужа с трансформаторным маслом
2478,1,02.07.21,013,на офисном стуле сломалось колесо
2479,2,06.07.21,013,трансформатор готовый к передаче на склад стоит на сломанном поддоне
2480,3,13.07.21,013,на мусорном баке для хранения ТБО отвалилось колесо
2481,4,19.07.21,013,на мостовом кране перегорела розетка
2482,5,20.07.21,013,на эл приводной телеги обрыв кабеля
2483,6,28.07.21,013,нет хода мостового крана  нет возможности перемещать груз
2484,7,28.07.21,013,"на штабелере сломалось колесо  при движении начинает ""подпрыгивать"""
2485,1,02.08.21,013,на проезжей части рассыпана металическая стружка
2486,2,02.08.21,013,поддон со шпульками плохо запалечен
2487,3,05.08.21,013,поддон с упаковкой не устойчиво стоит на вилах   возможно рассыпание упаковки 
2488,4,05.08.21,013,рассыпалась 2 лсита из  пачки с металлом
2489,5,10.08.21,013,остановка крана при перемещении груза
2490,6,11.08.21,013,в ПЩ заканчивается песок
2491,7,17.08.21,013,не изолирован провод на розетке подключающее погрузчик к зарядному устройству
2492,1,06.09.21,013,в комнате приема пищи искрит сушилка для рук
2493,2,06.09.21,013,в комнате приема пищи установлена переноска с оголенным проводом для подключения эл приборов
2494,3,09.09.21,013,с левой стороны от проезжих ворот из бетонного покрытия выпирает металлическая полоса
2495,4,14.09.21,013,у порошкового огнетушителя накручен раструб от углекислотного огнетушителя
2496,5,21.09.21,013,в зарядном устройстве искрит штепсель для подключения устройство для зарядки к погрузчикам
2497,6,23.09.21,013,погнут отбойник
2498,1,04.10.21,013,при выгрузке возвратного трансформатора обнаружена течь масла из бака
2499,2,04.10.21,013,у ворот оторвалось крепление
2500,3,13.10.21,013,при выгрузке рулонов на кране сломался ход  рулон в подвешенном состоянии
2501,4,15.10.21,013,на складе стоит не закрепленный баллон с кислородом
2502,5,19.10.21,013,на погрузчике перестал работать звуковой сигнал
2503,6,27.10.21,013,при укладке коробки с метизами на стеллаж  коробка порвалась  болты рассыпались
2504,1,01.11.21,013,складирование на поддоне выпирающей детали на проезжую часть
2505,2,02.11.21,013,оторвалась петля на воротах
2506,3,02.11.21,013,складирование поддонов из-под стоячих рулонов выше 1.5 метров 
2507,4,03.11.21,013,на пути к зоне складирования металлолама образовалась яма  возможно спотыкание
2508,5,08.11.21,013,При въезде на среднюю повреждено асфальтобетонное покрытие  образование глубокой ямы
2509,6,26.11.21,013,Швеллер небезопасно складируется на поддоне  свисание с поддона  выпирание на проезжую часть
2510,1,02.12.21,013,подключение эл приборов осуществлялось через переноску
2511,2,03.12.21,013,торчат провода от выключателя света
2512,3,06.12.21,013,торчит планка крепления от въездных  ворот
2513,4,06.12.21,013,На складе покупного разболтался и открепился от стены каркас крепления для фиксации ворот
2514,5,14.12.21,013,при переливе ХОВ произошел пролив
2515,6,16.12.21,013,на елочке выяявлено свисание алюминиевой шины
2516,1,11.01.21,014,Галлерея крана завалена снегом  затруднён пркат грузовой тележки.
2517,2,18.01.21,014,Проход перед железнодорожным переездом к проходной не очищен от снега и льда  есть риск падения.
2518,3,22.01.21,014,На всех ж/д переездах боковой негабарит из-за снега
2519,4,22.01.21,014,При ежесменном осмотре козлового крана КК-25 обнаружена поврежденная изоляция питающего кабеля 
2520,5,25.01.21,014,На ж/д пути №3 боковой не габарит из-за снега
2521,6,26.01.21,014,На крыше здания ЖДЦ свисают сосульки 
2522,7,26.01.21,014,Распределительный электрощиток завален снегом  затруднен проход  риск короткого замыкания
2523,1,03.02.21,014,На крыше над вагонами висят глыбы льда  сосульки. Дорожка возле вагонов завалена льдом и снегом
2524,2,12.02.21,014,в душевой комнате слесарной мастерской сгнили напольные потдоны 
2525,3,17.02.21,014,"Тропинка между площадкой ""Блоки"" и 14 складом очень скользкая. Есть риск получить травму"
2526,4,17.02.21,014,Площадка и подход к крану  все в снегу. Есть риск получении травмы.
2527,5,18.02.21,014,В связи с погодными условиями  у входа в офис склада 32 образовалась наледь.
2528,6,19.02.21,014,"Прожектор установленный на крыше 11 скл направлен в верх ослепляет машиниста башенного крана по ""Блокам"""
2529,7,19.02.21,014,На кабельном лотке обнаружены сломанные доски  есть риск повреждения питающего кабеля и короткого замыкания.
2530,8,25.02.21,014,в связи с погодными условиями на асфальтном покрытии образовалось наледь.
2531,1,02.03.21,014,На крюковой подвески крановых весов отсутствует запирающее устройство.
2532,2,05.03.21,014,С навеса перед воротами депо свисает ледяная глыба.
2533,3,10.03.21,014,В комнате приема пищи микроволновая печь  чайник  холодильник подключены через удлинитель  что не соответсвует ППБ 
2534,4,12.03.21,014,С крыши 14 склада напротив площадки (Блоки) свисает снег  Есть риск получить травму.
2535,5,15.03.21,014, Между площадкой 8-ой путь и ЭМЦ (ворота) приоткрыта крышка люка колодца.
2536,6,22.03.21,014,перед в ходом в помещение где находится крановый рубильник стоит рулон стали  что блокирует открывания двери. Нет доступа к рубильнику.
2537,7,24.03.21,014,Сход снега с крыши СОП на ж/д путь №20
2538,1,02.04.21,014,Крышка канализационного люка не закрыта.
2539,2,07.04.21,014,Эл.шкаф для вводного рубилника козлового крана  оторван контур заземления.
2540,3,12.04.21,014,На участке ж/д пути №11 в 3 звене  уширение колеи до 1529мм.
2541,4,20.04.21,014,На ж/д переезде  на пешеходном переходе на настиле сломана доска  есть риск получении травмы
2542,5,22.04.21,014,На модуле для хранения лестниц и строп на уровне головы  на проходе   закреплены трубки для богра  есть риск повреждения головы
2543,6,27.04.21,014,На стрелочном переводе изломан остря  подлежит замене
2544,1,11.05.21,014,На кране нарушенна таррировка  после ремонта ьлока приборов безопасности
2545,2,14.05.21,014,5-й путь нет видимости ж/д переезда из-за порослей кустов 
2546,3,14.05.21,014,Имеются повреждения питающего кабеля. Есть риск получит поражения эл.током 
2547,4,19.05.21,014,ж/д путь №6 на складе №14 не в габарите лежит эстакада  есть риск получения травмы при подаче вагона под разгрузку
2548,5,24.05.21,014,На участке ж/д пути №16 в 5 звене уширение колеи до 1529 мм.
2549,1,01.06.21,014,Уширение ж/д колеи до 1530мм. (при норме 1520мм.)
2550,2,11.06.21,014,в 6 звене ж/д пути №3 уширене колеи до 1529мм.
2551,3,15.06.21,014,на калитке запасного выхода из нутри сломан шпингалет
2552,4,17.06.21,014,В кабине крана не работает кондиционер  в связи с высокой температурой на улице в кабине крана невыносимо находиться
2553,5,22.06.21,014,На участке ж/д пути №3 от СП№2 поросоль травы и кустарника 
2554,6,29.06.21,014,На участке ж/д пути №13 от СП№13 до СП№12 (1 звено) уширение пути до 1531мм. При норме 1520мм.
2555,7,29.06.21,014,Отвалился бардюрный камень на пешеходную дрожку между ЖДЦ и цехом Механообработки  препятствует свободному проходу  есть риск спотыкания.
2556,8,30.06.21,014,Перебит провод подачи эл.энергии на модуль
2557,1,07.07.21,014,На участке ж/д пути №23 в 1 и 2 звене  уширение колеи до 1529 мм. при норме 1520мм.
2558,2,13.07.21,014,В слесарном участке протекает кран смесителя рукомойника
2559,3,14.07.21,014,На главном питающем кабеле  повреждена изоляция  что может привести к короткому замыканию
2560,4,22.07.21,014,На площаде погрузки автомашин оборвано заземление
2561,5,22.07.21,014,На участке дооги между СОП и СГИ №5 большая выбоина
2562,6,23.07.21,014,В лотке кабеля прогнившие доски
2563,7,26.07.21,014,Заросли травы 
2564,8,27.07.21,014,Установленные лестницы к воздуховодам ПГП находятся в негабарите согласно ПТЭ РЖД 
2565,1,12.08.21,014,на вьезде 14 склада на месте проведения ремонтных работ по демонтажу рельс нет ограждения  Есть вероятность получить 
2566,2,16.08.21,014,На участке ж/д пути №30 сужение колеи до 1512мм.
2567,3,26.08.21,014,На участке ж/д пути №13 уширение колеи до 1529мм. При норме 1520мм.
2568,4,30.08.21,014,Возле здания кузнечного цеха лежат листы металла с острыми краями .
2569,5,31.08.21,014,На складе ТМЦ не исправный выключатель освещения  есть риск короткого замыкания 
2570,1,10.09.21,014,на стыковых накладках ослаблены стыковые болты
2571,2,17.09.21,014,На площадке  подкрановых путей из земли торчит проволока.
2572,3,20.09.21,014,В кабине мостового крана на 14 складе отсутствует остекление
2573,4,24.09.21,014,после демонтажа рельсового полотна на жд перезде из под земли торчит арматура.
2574,5,29.09.21,014,На земле за цехом СОП расположены листы металла от разобраных сендевич панелей 
2575,1,12.10.21,014,На электропроводе подходящему к электрощитку нарушена изоляция.
2576,2,19.10.21,014,залом на тележечном канате
2577,3,20.10.21,014,Задымление в районе канатного барабана
2578,4,20.10.21,014,Сбой настроек приборов безопасности крана
2579,5,22.10.21,014,В 8-ом звене сужение рельсовой колеи до 1510мм
2580,1,09.11.21,014,Уширение колеи в 4 звене до 1534м. При норме 1520мм.
2581,2,11.11.21,014,Справой стороны от ж/д пути №21 в негаборите находятся порубленная поросль кустарника и деревьев 
2582,3,11.11.21,014,Обнаруженны металлоотходы на земле за цехом РМЦ 52
2583,4,17.11.21,014,На галлереи крана откручены поручни ограждения  от вибрации
2584,1,14.12.21,014,на кране отсутствует канатодержатель  очень сильное провисание грузового каната 
2585,2,20.12.21,014,нагромождение снега на проходе к рубильнику отключения эл.энергии крана ДЭК 
2586,3,20.12.21,014,не очищенны подкрановые пути на всех участках 
2587,4,20.12.21,014,уширение колеи до 1532мм.  не прилегание левого и правого отряка 15мм.
2588,5,21.12.21,014,Перед входной калиткой депо обледенение  очень скользко
2589,1,11.01.21,015,    На проходе лежит рукав высокого давления.
2590,2,14.01.21,015,Разлив масла в смотровой яме.
2591,3,16.01.21,015,Скрыши свисает наледь.
2592,4,18.01.21,015,Завален проход к пожарному гидранту.
2593,5,22.01.21,015,Камаз 002 не работает поворотник.
2594,6,26.01.21,015,В смотровой яме лежат старые запчасти .
2595,7,29.01.21,015,В мужском туалете не горит лампа.
2596,1,01.02.21,015,Прорыв трубы с холодной водой.
2597,2,04.02.21,015,На камазе 087 разбит левый поворотник.
2598,3,08.02.21,015,Обрыв провода на керхере.
2599,4,10.02.21,015,Переполнен контейнер с металическими отходами.
2600,5,12.02.21,015,С крыши ремонтного  бокса свисает наледь.
2601,6,16.02.21,015,При входе в АБК скользкий пол от наледи.
2602,7,18.02.21,015,В смотровой яме лежат старые запчасти.
2603,8,20.02.21,015,На проходе лежит рукав высокого давления.
2604,9,24.02.21,015,Разлив масла в смотровой яме.
2605,10,26.02.21,015,Прорыв трубы из пожарного гидранта.
2606,1,01.03.21,015,C крыши свисает наледь.
2607,2,05.03.21,015,На камазе 33 не горит стопсигнал.
2608,3,09.03.21,015,При входе в АБК на ступенях наледь.
2609,4,11.03.21,015,При ремонте а/м камаз не установлены противооткатные башмаки.
2610,5,15.03.21,015,На полу разлито масло.
2611,6,18.03.21,015,В раздевалке 3 этаж заставлен проход к пожарному ПК
2612,7,23.03.21,015,В умывальнике течет вода.
2613,8,25.03.21,015,При ремонте а/м газель использовался неисправный инструмент.
2614,1,01.04.21,015,Камаз 006 течь радиатора охлаждения .
2615,2,05.04.21,015,Не работает освещение на территории мойки
2616,3,07.04.21,015,В смотровой яме разлив моторного масла.
2617,4,09.04.21,015,На камазе 087 не горит стоп сигнал.
2618,5,13.04.21,015,Завален проход шинами.
2619,6,16.04.21,015,Утечка воды в душевой.
2620,7,20.04.21,015,На камазе 087 утечка антифриза.
2621,8,22.04.21,015,При входе в АБК торчит арматура.
2622,9,26.04.21,015,В мужском туалете не горит свет.
2623,10,29.04.21,015,При входе в здание сломана ручка двери.
2624,1,10.05.21,015,C крыши свисает лист железа
2625,2,12.05.21,015,На камазе 002 не горит стопсигнал.
2626,3,14.05.21,015,При входе в АБК на крыльце торчит плитка.
2627,4,17.05.21,015,При ремонте а/м камаз не установлены противооткатные башмаки.
2628,5,19.05.21,015,На полу разлито масло.
2629,6,24.05.21,015,В раздевалке 3 этаж заставлен проход к пожарному ПК
2630,7,27.05.21,015,В умывальнике течет вода.
2631,8,28.05.21,015,При ремонте а/м пежо  использовался неисправный инструмент.
2632,9,31.05.21,015,на огнетушителе пщ2 повреждён раструб
2633,1,01.06.21,015,При ремонте а/м скания не установлен противооткатный башмак.
2634,2,04.06.21,015,Разлив масла в смотровой яме.
2635,3,08.06.21,015,Обрыв провода на керхере.
2636,4,11.06.21,015,В смотровой яме лежат старые запчасти .
2637,5,16.06.21,015,В умывальнике течет вода.
2638,6,21.06.21,015,На камазе 147 не горит левый поворот.
2639,7,24.06.21,015,Завален проход к пожарному щиту.
2640,8,28.06.21,015,На камазе 721 оторвана подножка с левой стороны.
2641,9,30.06.21,015,В раздевалке 3 этаж  не работает розетка.
2642,1,01.07.21,015,На прицепе а/м скания утечка воздуха тормозной системы.
2643,2,05.07.21,015,В мужском туалете не горит свет.
2644,3,07.07.21,015,При ремонте прицепа  не установлен противооткатный башмак.
2645,4,09.07.21,015,в смотровой яме разлив масла.
2646,5,13.07.21,015,На камазе 028 не горят стопсигналы.
2647,6,16.07.21,015,Провис провода на стояночном боксе.
2648,7,19.07.21,015,Переполнен мусорный контейнер.
2649,8,22.07.21,015,На камазе 103 течь масла с моста.
2650,9,26.07.21,015,Не работает вытяжка.
2651,10,29.07.21,015,На проходе лежит рукав высокого давления .
2652,1,02.08.21,015,На камазе 087 течь с топливного бака.
2653,2,05.08.21,015,На проходе лежит старая запчасть.
2654,3,09.08.21,015,Утечка воды с трубы.
2655,4,11.08.21,015,Около вьездных ворот разлив масла   после забора мусора автомобилем подрядной организацией.
2656,5,13.08.21,015,Открыт люк колодца на проезде.
2657,6,17.08.21,015,В раздевалке завален проход к пожарному щиту.
2658,7,20.08.21,015,На камазе 721 оторвана подножка кабины.
2659,8,24.08.21,015,При ремонте а/м камаз 785 не установлен противооткатный башмак.
2660,9,27.08.21,015,Не работает розетка 220 в .
2661,10,31.08.21,015,На газель 550 на работают стоп сигналы.
2662,1,01.09.21,015,Течь расширительного бочка.
2663,2,03.09.21,015,Не работает розетка.
2664,3,07.09.21,015,На камазе 002 не работает поворотник.
2665,4,10.09.21,015,На камазе 087 разбит левый поворотник.
2666,5,15.09.21,015,В смотровой яме разлив моторного масла.
2667,6,17.09.21,015,В смотровой яме лежат старые запчасти .
2668,7,20.09.21,015,На портере не горит головной свет
2669,8,23.09.21,015,На погрузчике сломана втулка 
2670,9,27.09.21,015,На газеле 236 течь тосола
2671,10,30.09.21,015,Не работает обдув.
2672,1,01.10.21,015,На дороге яма около колодца.
2673,2,05.10.21,015,Не горит свет в смотровой яме.
2674,3,08.10.21,015,Не работает система отопления .
2675,4,12.10.21,015,Сломались вертикальные вьездные ворота.
2676,5,14.10.21,015,На а/м камаз 28 сломана ступенька кабины.
2677,6,18.10.21,015,На а/м маз утечка воздуха с энергоаккумулятора.
2678,7,21.10.21,015,В туалете не горит свет.
2679,8,26.10.21,015,Забит слив воды.
2680,9,29.10.21,015,На проходе лежат старые запчасти .
2681,1,01.11.21,015,На камазе 785 не горит левая фара.
2682,2,08.11.21,015,На проходе лежит стара я запчасть .
2683,3,11.11.21,015,При ремонте а/м камаз не установлены противооткатные башмаки.
2684,4,16.11.21,015,Камаз 002 не работает поворотник.
2685,5,19.11.21,015,Не горит свет на мойке. 
2686,6,22.11.21,015,На стене оголенная розетка.
2687,7,24.11.21,015,При ремонте а/м газель использовался неисправный инструмент.
2688,8,26.11.21,015,Переполнен мусорный контейнер.
2689,9,30.11.21,015,В умывальнике течет вода.
2690,1,01.12.21,015,    На проходе лежит рукав высокого давления.
2691,2,06.12.21,015,Камаз 002 не работает поворотник.
2692,3,09.12.21,015,Переполнен контейнер с металическими отходами.
2693,4,14.12.21,015,При ремонте а/м газель использовался неисправный инструмент.
2694,5,17.12.21,015,При входе в здание сломана ручка двери.
2695,6,20.12.21,015,В умывальнике течет вода.
2696,7,22.12.21,015,В раздевалке 3 этаж  не работает розетка.
2697,8,24.12.21,015,На камазе 722 течь масла с моста.
2698,9,27.12.21,015,При ремонте а/м камаз 785 не установлен противооткатный башмак.
2699,10,30.12.21,015,Течь расширительного бочка  445.
2700,1,11.01.21,016,Наледь на крыше при входе
2701,2,12.01.21,016,Перегорел светильник  отсутствует освещение при входе.
2702,3,19.01.21,016,С крыши свисает снежная шапка
2703,4,19.01.21,016,Взорвалась лампочка
2704,5,21.01.21,016,Из ворот выливают воду на тротуар. Риск падения и получения травмы.
2705,6,25.01.21,016,Сильный гололед при входе
2706,7,26.01.21,016,На участке СОП плохое освещение
2707,8,26.01.21,016,Наледь на эстакаде
2708,9,27.01.21,016,Капает с крыши образуется наледь на железной лестнице и эстакаде.
2709,10,27.01.21,016,На крыше эстакады свисает наросшая наледь.
2710,1,02.02.21,016,В офисном помещении нет отопления  батареи холодные
2711,2,03.02.21,016,Перед центральными воротами с крыши стекает вода и образуется наледь.
2712,3,04.02.21,016,Не горит две лампы
2713,4,05.02.21,016,Подтекает крыша модуля АЗС
2714,5,15.02.21,016,Не устойчивый упор конвеера на приемке
2715,6,17.02.21,016,Не горит 5 ламп
2716,7,26.02.21,016,Не работают фонари освещения 9 шт.
2717,1,03.03.21,016,На крановых весах сломался замок для скрепления тросов что может привести к падению продукции.
2718,2,04.03.21,016,Сломана ручка на щитке в зоне отгрузки.
2719,3,04.03.21,016,Подход к центру приемки не очищен от снега.
2720,4,10.03.21,016,После монтажа трубы остался не заделанный участок напольного покрытия в зоне отгрузки.
2721,5,10.03.21,016,Не горит 8 ламп.
2722,6,09.03.21,016,Сломался вертушек на входной двери с внутренней стороны-ворота напротив кузнечного цеха.
2723,7,15.03.21,016,Занесен снегом подход к нефтебазе.
2724,8,17.03.21,016,На поддоне сломались колеса PC 17-1
2725,9,30.03.21,016,Отсутствует ручка на внутренней двери модуля АЗС
2726,1,07.04.21,016,Около старого здания АЗС лежит оборванный провод.
2727,2,07.04.21,016,На складе 7А неровные полы  невозможно проехать на рохле с грузом.
2728,3,13.04.21,016,Не горит 7 ламп
2729,4,19.04.21,016,Перегорело 7 ламп
2730,5,26.04.21,016,Перегорело 2 лампы в офисе.
2731,6,29.04.21,016,не горит 7 ламп
2732,1,07.05.21,016,Плохо работает гидротележка на ГСМ
2733,2,07.05.21,016,Не горит 7 ламп
2734,3,17.05.21,016,В модуле не работает кондиционер на охлаждение.
2735,4,18.05.21,016,Повышенная температура в складе
2736,5,18.05.21,016,Течет труба за зданием склада ГСМ
2737,6,25.05.21,016,В офисе поломана ножка от кресла.
2738,1,04.06.21,016,Не качает насос для масла
2739,2,15.06.21,016,На адресе PP 28-30  6 этаж  слетело крепление ( балка ).
2740,3,15.06.21,016,На адресе PD 31-33   2 этаж  слетел с крепления ограничитель
2741,1,14.07.21,016,Не горят лампы
2742,2,15.07.21,016,На отгрузке  возле стола  появились выбоины в напольном покрытии
2743,3,20.07.21,016,Мешки с мусором стоят с 04.2021  за офисом склада
2744,4,22.07.21,016,Сломался дводчик на двери кабинета
2745,5,23.07.21,016,Не работает лампочка в туалете  офис 11 склад
2746,6,23.07.21,016,Сломана ступенька на деревянной лестнице
2747,7,15.07.21,016,На 8 пути заросло все травой и кустами
2748,1,03.08.21,016,Заросли травы и кустов
2749,1,08.09.21,016,Плохо открывается замок на двери модуля АЗС
2750,2,20.09.21,016,Оторван ящик от поддона на адресе PC 23-01
2751,3,20.09.21,016,Старая вывеска лежит около склада  на расстоянии менее 10 м.
2752,4,20.09.21,016,Демонтированные светильники уложены на пол без поддонов.
2753,5,20.09.21,016,у неэксплуатирующего штабелера обнаружена протечка масла
2754,6,21.09.21,016,На складе выявлен поддон с торчащими гвоздями
2755,7,21.09.21,016,Торчит борт на адресе
2756,8,21.09.21,016,Сломана ручка на двери главных ворот
2757,9,23.09.21,016,Не держатся пожарные знаки на кирпчной и штукатурной стене
2758,10,23.09.21,016,При входе на склад 7б образовалась яма глубиной 10 см. Есть риск повредить ногу.
2759,11,29.09.21,016,При снятии адреса отвалилась нога поддона
2760,1,01.10.21,016,После выгрузки модулей около ЦП остался мусор.
2761,2,04.10.21,016,Сломан выключатель в модуле
2762,3,06.10.21,016,на адресе PC-27-1 оторван ящик от поддона
2763,4,08.10.21,016,Перегорела лампочка в офисе
2764,5,11.10.21,016,Сломался поручень при подъеме в офис склада
2765,6,12.10.21,016,Не работает доводчик на входной двери в офис.
2766,7,13.10.21,016,В туалете лопнул шланг подачи воды.
2767,8,14.10.21,016,Не греют батареи в офисе
2768,9,20.10.21,016,При входе в модуль протерся линолеум
2769,10,25.10.21,016,Оторвалась резинка на захватах для бочек
2770,1,01.11.21,016,Протечка водонагревателя
2771,2,01.11.21,016,Не горит лампа в модуле
2772,3,01.11.21,016,Обнаружена протечка масла от штабелера
2773,4,03.11.21,016,"на территории площадки  в адресе хранения ГП ""В09""  на полу из асфальта торчат три конца арматуры"
2774,5,09.11.21,016,на торцевой стене Увязочной площадки  в двух светильниках перегорели лампы освещения
2775,6,12.11.21,016,В проходе  рядом с лотком эл. кабеля питания крана  лежат доски 25х100 мм с торчащими гвоздями
2776,7,19.11.21,016,На площадке сломаны два металлических указателя адресов хранения готовой продукции
2777,8,26.11.21,016,на площадке  на полу под консолью крана  лежат бруски 100х100 мм  из которых торчат гвозди
2778,9,29.11.21,016,Не горит потолочный светильник над рабочим местом оператора
2779,10,30.11.21,016,Снег на козырьке при входе
2780,1,01.12.21,016,В зоне дефицита торчат 2 метал. Штыря из стены
2781,2,01.12.21,016,Не горят 4 лампы (центральный вход в склад)
2782,3,03.12.21,016,Отошла просечка при въезде в склад
2783,4,10.12.21,016,"на грузовой площадке  под консолью крана  на асфальте валяется большое количество брусков  кусков пенопласта. В ""кармане"" для погрузки авто также лежат бруски "
2784,5,14.12.21,016,на Увязочной площадке два размотчика проволоки стоят на маршруте прохода
2785,6,07.12.21,016,Открутился болт на держателе топливораздаточного крана
2786,7,22.12.21,016,На адресе PA 108-01 оторван ящик от поддона
2787,8,22.12.21,016,Сломаны  краны на батареях в УСЛ
2788,9,23.12.21,016,Центральные ворота 11 склад  ручка на калитке разболталась
2789,1,11.01.21,017,При заливки в станок масло пролилось на пол
2790,2,15.01.21,017,Увеличины зазоры на заточном станке
2791,3,19.01.21,017,Разбросана стружка в проходе
2792,4,20.01.21,017,Изношен шлифовальный круг на плоско-шлифовальном станке
2793,5,20.01.21,017,Заготовки складированы на верхней полке стелажа неустойчиво
2794,6,22.01.21,017,Из бака с СОЖ на плоско-шлифовальном станке распростроняется неприятный запах
2795,7,26.01.21,017,Изношен шлифовальный круг на заточном станке  увеличены зазоры
2796,1,02.02.21,017,Травил воздух из пневмошланга
2797,2,04.02.21,017,Трубы выступали за желтую линию прохода
2798,3,08.02.21,017,В месте крепления кабеля заземления ослабла гайка
2799,4,08.02.21,017,Утечка масла из под станка вероятность падения
2800,5,11.02.21,017,Поврежден шланг подачи СОЖ. Утечка
2801,6,16.02.21,017,Пролил эмульсию
2802,7,19.02.21,017,Протечка. СОЖ разлита под поддоном
2803,8,25.02.21,017,Ослаб хомут подачи масла  течь
2804,1,02.03.21,017,Изношен шлифовальный круг на плоско-шлифовальном станке
2805,2,04.03.21,017,Заготовки складированы на верхней полке стелажа неустойчиво
2806,3,05.03.21,017,При заливки в станок масло пролилось на пол
2807,4,05.03.21,017,Из бака с СОЖ на плоско-шлифовальном станке распростроняется неприятный запах
2808,5,10.03.21,017,Изношен шлифовальный круг на заточном станке  увеличены зазоры
2809,6,11.03.21,017,Травил воздух из пневмошланга
2810,7,17.03.21,017,Трубы выступали за желтую линию прохода
2811,8,19.03.21,017,В месте крепления кабеля заземления ослабла гайка
2812,9,30.03.21,017,Утечка масла из под станка вероятность падения
2813,10,31.03.21,017,Из бака с СОЖ на програмном станке распростроняется неприятный запах
2814,1,01.04.21,017,Утечка воздуха из шланга подачи к станку
2815,2,05.04.21,017,В результате налива СОЖ произошла утечка на полы
2816,3,06.04.21,017,Изношен шлиф. Круг на заточном станке   увеличены зазоры
2817,4,09.04.21,017,На тележке для перемещения грузов внутри цеха произошла поломка оси колеса
2818,5,14.04.21,017,Выявлена утечка масла из под станка
2819,6,15.04.21,017,Поврежден трап у плоско-шлифовального станка
2820,7,21.04.21,017,Заготовки находятся на полу около стелажа
2821,8,26.04.21,017,Шланг налива СОЖ находиться на полу
2822,1,05.05.21,017,Пполомка трапа
2823,2,12.05.21,017,К стелажу прислонили большую плиту  может упасть на ноги
2824,3,14.05.21,017,Пришел в негодность деревянный трап
2825,4,17.05.21,017,Течь масла из под гитары станка
2826,5,19.05.21,017,Из бака с СОЖ на плоско-шлифовальном станке распростроняется неприятный запах
2827,6,27.05.21,017,Поврежден шланг подачи СОЖ. Утечка
2828,1,08.06.21,017,Утечка масла из под станка вероятность падения
2829,2,11.06.21,017,Поврежден шланг подачи СОЖ. Утечка
2830,3,16.06.21,017,Пролил эмульсию
2831,4,18.06.21,017,Поврежден трап у плоско-шлифовального станка
2832,5,23.06.21,017,Заготовки складированы на верхней полке стелажа неустойчиво
2833,6,29.06.21,017,Из бака с СОЖ на програмном станке распростроняется неприятный запах
2834,1,06.09.2021,017,Поврежден трап
2835,2,08.09.21,017,Сильный запах СОЖ
2836,3,13.09.21,017,Из бака с СОЖ на плоско-шлифовальном станке распростроняется неприятный запах
2837,4,13.09.21,017,Увеличины зазоры на заточном станке
2838,5,14.09.21,017,Изношен шлифовальный круг на плоско-шлифовальном станке
2839,6,16.09.21,017,Утечка СОЖ при наливе ввиду порыва шланга
2840,7,20.09.21,017,Сильный износ трапа. Требуется замена
2841,8,22.09.21,017,Заготовки находятся на полу около стелажа
2842,9,24.09.21,017,Поврежден шланг подачи воздуха
2843,10,28.09.21,017,Шланг налива СОЖ находиться на полу
2844,1,11.10.21,017,Изношен шлифовальный круг на плоско-шлифовальном станке
2845,2,11.10.21,017,Увеличины зазоры на заточном станке
2846,3,12.10.21,017,Утечка воздуха из под хомута  потери
2847,4,13.10.21,017,Заготовки неустойчиво складированы на стелаже
2848,5,15.10.21,017,Изношен шлифовальный круг на заточном станке
2849,6,18.10.21,017,Трещина в ручке напильника. Возможна травма
2850,7,19.10.21,017,Шланг налива СОЖ находиться на проходе около станка
2851,8,20.10.21,017,Резкий запах из бака с СОЖ распространяется в шлифовальном отделении
2852,9,21.10.21,017,Запах СОЖ
2853,10,22.10.21,017,Заготовки выступают за границы сталлажа 
2854,11,22.10.21,017,Течь масла из под гитары   вероятность падения
2855,1,02.11.21,017,На участке МСР захламлен проход
2856,2,04.11.21,017,Разлив масла
2857,3,04.11.21,017,Утечка воздуха в шланге из-за отсутствия хомута
2858,4,08.11.21,017,Потертость кабеля массы
2859,5,09.11.21,017,На входной двери была сломана ручка
2860,6,11.11.21,017,Из-за износа шлифовального круга увеличины зазоры
2861,7,15.11.21,017,Из бака с СОЖ распространяется резкий запах
2862,8,16.11.21,017,Заготовки находяться на полу около стелажа
2863,9,19.11.21,017,Оголен провод лампы местного освещения  вероятность удара током
2864,10,24.11.21,017,Разбросаны заготовки на рабочем месте
2865,1,02.12.21,017,Утечка масла из под гитары станка
2866,2,06.12.21,017,Изношен шлифовальный круг  увеличен зазор на наждаке
2867,3,07.12.21,017,Изношен шлифовальный круг
2868,4,10.12.21,017,На заготовках после нарезки имеются острые кромки
2869,5,14.12.21,017,Поломка трапа  вероятность падения
2870,6,16.12.21,017,Резкий запах из бака с СОЖ
2871,7,17.12.21,017,Заготовки находятся на полу около стеллажа
